image_id,category,skin_type,rgb_mean_r,rgb_mean_g,rgb_mean_b,rgb_std_r,rgb_std_g,rgb_std_b,lighting_condition,description,hygiene_note
SKIN_HAND_0449,HAND,FAIR_3,228.0,213.0,191.0,8.781463184839609,7.999888510389234,5.76411974859525,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0454,HAND,FAIR_3,215.0,212.0,192.0,8.293150321247799,6.343211487035634,5.2536499581382,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0229,HAND,FAIR_3,227.0,213.0,197.0,8.395767972810537,7.356708663657372,6.133527295355261,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0353,HAND,FAIR_2,229.0,217.0,194.0,9.081432111931697,6.625494658887054,6.090696739854013,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0229,FACE,FAIR_2,249.0,228.0,199.0,2.6384741826117626,1.5036012925049413,1.872240487255837,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0213,HAND,FAIR_2,231.0,222.0,206.0,7.172556090641345,5.472309141359392,6.5131279992252855,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0080,HAND,FAIR_2,230.0,223.0,193.0,6.536968008718404,6.889531570949283,6.2487461567950024,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_HAND_0149,HAND,FAIR_3,229.0,211.0,180.0,6.734008679060141,9.091215709325349,5.0567453392276445,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0303,HAND,FAIR_2,229.0,218.0,193.0,7.527373063300304,6.360142724412208,5.7966780425585345,NORMAL,"Terang, terbakar",Hand washing required
SKIN_FACE_0129,FACE,FAIR_1,254.0,238.0,200.0,3.623315727613264,2.4207681048788725,2.612538221712237,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0278,FACE,FAIR_3,225.0,203.0,194.0,2.2261535763811238,3.1784260988076407,2.13205811444219,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0007,FACE,FAIR_3,227.0,214.0,197.0,3.257078058910842,2.53335114066326,1.835772477485054,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0343,HAND,FAIR_1,246.0,221.0,204.0,8.74559603237639,7.270759254138939,3.745922753523419,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0486,HAND,FAIR_3,233.0,215.0,189.0,6.900445891630043,6.978031519811216,4.376330100830538,DIM,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0212,FACE,FAIR_2,244.0,221.0,209.0,2.378255444269101,2.4238634147914855,2.2943208960944785,DIM,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0134,HAND,FAIR_1,237.0,235.0,213.0,5.772385769995138,7.648850544174494,6.5157728960654,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0204,FACE,FAIR_1,249.0,232.0,205.0,3.45614572688499,3.3084208434711178,2.2432805396959408,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0312,HAND,FAIR_2,236.0,220.0,204.0,7.603341027172353,7.0464639496200485,7.707999417911436,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0223,FACE,FAIR_1,254.0,238.0,207.0,2.346557912072361,2.576894154346441,2.5884120218507674,NORMAL,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0130,FACE,FAIR_3,229.0,213.0,181.0,3.3290175247239118,2.884876741647511,2.0744463889892684,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0001,HAND,FAIR_3,220.0,200.0,188.0,8.128318807870059,8.410071094463357,5.049559022853413,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0317,HAND,FAIR_1,242.0,224.0,206.0,6.623908924015986,7.8146747268851575,5.150431911958252,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0207,FACE,FAIR_1,254.0,238.0,202.0,3.5550971774125144,3.028113430672805,1.9864178451110879,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0048,FACE,FAIR_1,247.0,223.0,211.0,2.6763022821526254,3.1501399425841132,1.7286273756974457,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0373,FACE,FAIR_1,255.0,229.0,215.0,2.9292499066523554,2.532878280285582,1.8353170452685963,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0033,FACE,FAIR_2,237.0,215.0,195.0,3.0533592356306194,1.8573385596116658,2.501715084130599,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0478,HAND,FAIR_2,234.0,218.0,209.0,8.1092101467673,6.655577207018806,6.660269818219236,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0405,HAND,FAIR_3,223.0,213.0,180.0,8.721793486377146,7.407296755013431,6.058063618586237,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0173,HAND,FAIR_2,238.0,218.0,197.0,8.559790209236679,6.90401053430582,4.040802151091905,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0126,HAND,FAIR_3,223.0,211.0,183.0,9.042832433253983,6.220802260658871,5.778403749765523,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0395,HAND,FAIR_3,222.0,214.0,190.0,8.807211094876173,5.160624477795545,6.201360288624347,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0421,HAND,FAIR_2,234.0,212.0,199.0,6.160925820521355,8.060019569775152,6.257738939940842,NORMAL,"Terang, terbakar",Hand washing required
SKIN_FACE_0053,FACE,FAIR_2,247.0,221.0,206.0,3.9428443695327324,2.394831287895629,1.5536195523063192,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0404,FACE,FAIR_2,249.0,220.0,198.0,2.177899675496486,2.6512499773415805,1.6826135189118654,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0091,HAND,FAIR_1,251.0,224.0,212.0,9.060879993294247,6.238313189699331,6.960336526016103,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0440,FACE,FAIR_2,238.0,221.0,205.0,3.9208443723338524,2.993450303979539,1.614805556646343,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0182,HAND,FAIR_3,219.0,204.0,185.0,8.521488653246601,6.549878979387821,4.727915836780365,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0275,HAND,FAIR_1,238.0,220.0,207.0,8.638442573559775,6.9455876611408645,5.464691183301035,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0396,FACE,FAIR_2,249.0,219.0,201.0,2.9388871092197695,2.441532258387603,2.230274666460908,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0070,HAND,FAIR_1,237.0,229.0,207.0,6.189848886004915,6.4941714448388455,5.161186416313466,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0292,HAND,FAIR_2,240.0,220.0,194.0,8.983364719528664,6.729250217293666,6.130832084182606,DIM,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0132,HAND,FAIR_3,221.0,211.0,193.0,7.9166265181892275,6.487593059840259,6.978970905626795,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0301,HAND,FAIR_1,249.0,224.0,208.0,7.8393249634792435,6.558095860876223,6.0238428956164025,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0425,HAND,FAIR_1,237.0,234.0,202.0,7.369277281397044,6.130400222990576,6.142125440610866,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0327,HAND,FAIR_1,253.0,221.0,202.0,7.891890492671109,7.498575163302747,5.770824200829743,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0145,HAND,FAIR_3,220.0,201.0,187.0,9.2599639592337,6.731020200346052,5.2130740091775305,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0424,HAND,FAIR_1,250.0,224.0,205.0,7.65108094186213,7.146326838215463,7.292515633395216,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0081,FACE,FAIR_1,244.0,226.0,200.0,2.309021245264568,1.5630476885670554,2.3429241071602998,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0136,HAND,FAIR_2,229.0,222.0,190.0,8.972474930381848,7.944872735383841,7.513477871872066,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0451,HAND,FAIR_3,229.0,208.0,189.0,6.751621575414795,8.09678599057699,5.659742802226393,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0165,HAND,FAIR_2,234.0,211.0,196.0,7.385833466025464,7.589446989432507,4.619973560258791,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0029,HAND,FAIR_2,232.0,220.0,197.0,6.379417070650415,7.708937659162374,5.58448034683135,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0274,FACE,FAIR_3,236.0,202.0,185.0,3.5818126598748696,2.5431121092935496,2.581073555656216,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0194,HAND,FAIR_2,234.0,215.0,202.0,8.017779875905614,6.743449581619842,5.126874494531139,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0389,HAND,FAIR_1,240.0,228.0,210.0,7.29133276602785,5.355602603043716,5.915290404546957,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0353,FACE,FAIR_2,236.0,220.0,203.0,3.1908176765088836,3.1241071125702473,2.7742964771286296,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0170,HAND,FAIR_3,229.0,213.0,188.0,8.925759576094094,8.06917483653135,6.317672340796553,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0206,FACE,FAIR_3,232.0,215.0,185.0,3.3707635831085407,4.0443035318623135,2.396572150616788,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0141,HAND,FAIR_3,228.0,204.0,194.0,6.136860502059688,7.0741340703907145,6.107199811793838,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0174,HAND,FAIR_2,240.0,216.0,209.0,7.5045571958846855,5.54818503201753,3.0732834960630164,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0007,HAND,FAIR_1,247.0,231.0,206.0,7.257317961146315,5.352019068843711,6.823377469936567,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0246,FACE,FAIR_1,255.0,225.0,200.0,2.568360372877454,3.0745334892249963,2.3766356845311085,NORMAL,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0479,HAND,FAIR_2,232.0,215.0,190.0,7.5539486882893785,5.341401475009282,6.956595651396755,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0074,HAND,FAIR_3,222.0,215.0,183.0,7.595474566365478,5.7938946590477105,5.3958343294382285,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0411,FACE,FAIR_1,247.0,225.0,200.0,3.144543199241195,2.768816752710122,2.1476398695718344,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0314,FACE,FAIR_3,239.0,207.0,194.0,2.6979462200245914,2.2367669198153393,2.5719854001217506,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0239,HAND,FAIR_3,229.0,200.0,180.0,7.624373638777543,6.750769652330709,5.169697515727064,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0146,HAND,FAIR_2,236.0,211.0,210.0,7.0734901640837275,7.207920338341509,5.9434436750224195,DIM,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0293,FACE,FAIR_3,234.0,215.0,193.0,3.32795473783964,2.9503806339293583,2.401109576060009,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0235,HAND,FAIR_1,245.0,233.0,209.0,8.087781627088972,7.48210352889561,5.256037818222056,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0221,HAND,FAIR_3,225.0,203.0,185.0,7.30981100620249,7.124915385388847,7.304655796424034,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0424,FACE,FAIR_1,255.0,235.0,212.0,2.597046271305742,2.7113541543870987,2.232737551988778,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0001,FACE,FAIR_3,240.0,211.0,197.0,2.5135149582386274,2.4451465917085646,1.9991867254537234,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0133,HAND,FAIR_1,245.0,232.0,201.0,8.61722403098675,9.112763662912608,5.947940352226633,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0491,FACE,FAIR_2,244.0,227.0,195.0,3.575698658282172,2.719974546391549,1.7016944341766607,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0275,FACE,FAIR_3,235.0,216.0,186.0,4.278927090386627,1.8965407310241449,1.4626663303234193,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0186,HAND,FAIR_1,248.0,223.0,210.0,6.995309078636806,6.028451139030258,5.931985195385987,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0042,HAND,FAIR_3,228.0,211.0,190.0,6.131898016288337,5.8598800094561945,5.2074105438873834,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0197,FACE,FAIR_1,255.0,230.0,209.0,2.8510740575608136,3.6467996304445793,2.429876414754508,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0109,HAND,FAIR_2,236.0,218.0,208.0,9.052046840572222,4.667407913613788,6.253730605893646,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0089,FACE,FAIR_2,245.0,212.0,193.0,4.030731310605381,2.2614700911377907,1.992330595072382,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0057,HAND,FAIR_2,232.0,218.0,203.0,8.86819385874898,6.964161218620577,5.449316545619426,NORMAL,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0406,HAND,FAIR_2,234.0,214.0,191.0,7.934069534507449,7.155772162744128,6.757191318963966,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0443,HAND,FAIR_3,221.0,208.0,185.0,9.228174099336009,6.1684323972416015,6.50804363894062,NORMAL,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0258,FACE,FAIR_1,255.0,231.0,201.0,2.9573342357158863,3.01498534149134,2.42999367526553,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0498,FACE,FAIR_3,240.0,212.0,199.0,3.3426304513160274,2.501928582564149,2.317721849534537,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0025,HAND,FAIR_1,248.0,220.0,212.0,9.684089409539055,6.018780298282552,5.528581637185723,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0468,HAND,FAIR_2,231.0,224.0,200.0,7.44074973526814,7.486108105047917,5.840839328297359,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0040,FACE,FAIR_1,254.0,237.0,212.0,2.4369345758473266,2.1914566144461114,2.300794609085543,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0032,FACE,FAIR_3,229.0,208.0,184.0,2.7971921668358743,1.709259860834175,2.5725745030809235,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0119,FACE,FAIR_2,243.0,225.0,191.0,3.5323813678836316,2.5585652734486812,2.30192209967537,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0195,FACE,FAIR_2,248.0,220.0,190.0,3.6805615871403963,2.0816872030087,2.7709308422088395,DIM,"Terang, terbakar",Hand washing required
SKIN_FACE_0427,FACE,FAIR_1,250.0,223.0,211.0,2.5445348396039926,3.7793541641834896,2.4336233229155786,NORMAL,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0339,HAND,FAIR_3,227.0,209.0,187.0,9.287464579004805,7.199618730025655,6.047193942188934,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0052,HAND,FAIR_3,229.0,205.0,195.0,7.677302942042258,6.756498147144783,6.401929986924844,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0008,FACE,FAIR_2,235.0,217.0,206.0,2.7064120954294557,2.6043156977154047,1.71329613943296,NORMAL,"Terang, terbakar",Hand washing required
SKIN_FACE_0017,FACE,FAIR_2,250.0,214.0,197.0,2.6343651814001623,2.1728218072624643,2.659721872758936,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_FACE_0421,FACE,FAIR_2,249.0,217.0,207.0,3.633654473971564,3.074473597089711,1.998542967812042,DIM,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0282,FACE,FAIR_1,249.0,224.0,204.0,2.306109678068712,3.2923755669975625,1.76056555763952,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0265,HAND,FAIR_2,240.0,213.0,204.0,7.374532835042966,7.567068847749957,5.94605900755754,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0318,FACE,FAIR_1,250.0,229.0,201.0,2.921816352025147,3.028361446824707,2.2447223361056765,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0211,FACE,FAIR_2,246.0,217.0,198.0,3.501856428312273,2.7716473563691166,2.7254349920502614,DIM,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0183,FACE,FAIR_3,226.0,214.0,188.0,2.702870106092304,2.9042247888480195,2.8604869060254736,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0333,FACE,FAIR_1,246.0,229.0,205.0,2.1000601948883135,2.627860133407442,1.9523617213191078,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0019,FACE,FAIR_2,243.0,225.0,194.0,3.878354692075289,3.022651303395472,2.5845480679849393,NORMAL,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0448,HAND,FAIR_2,230.0,210.0,190.0,7.041673346609108,5.600951126947381,5.663230211617519,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_HAND_0019,HAND,FAIR_1,236.0,230.0,200.0,6.291876697078263,6.3571319540265225,7.053703290609853,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0216,FACE,FAIR_3,223.0,207.0,193.0,2.506611021957096,2.786012456562787,1.6026663301385193,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0484,HAND,FAIR_3,223.0,211.0,195.0,6.548952575476559,6.862036044548516,6.142968647463805,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0069,FACE,FAIR_2,237.0,216.0,204.0,2.8803966104684835,3.3678814313322327,2.246664576573016,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0434,HAND,FAIR_2,228.0,217.0,205.0,7.2422038451641715,7.686414597207252,6.09561902214014,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0368,HAND,FAIR_3,224.0,214.0,183.0,9.000312642130066,8.138677653251868,6.175536059177678,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0084,HAND,FAIR_3,215.0,205.0,195.0,6.57346349951718,5.508659136388692,4.34936162324765,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0062,HAND,FAIR_3,222.0,211.0,185.0,6.447654536759673,5.502731646902566,4.971253582360218,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0139,FACE,FAIR_3,233.0,207.0,185.0,3.2132056986263615,2.8445336280319338,2.1154422660130545,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0273,HAND,FAIR_3,222.0,215.0,189.0,8.68751767999165,8.572886921840192,4.627739397079396,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0286,HAND,FAIR_1,244.0,222.0,211.0,7.728858874811518,8.084154414743395,6.385295337128914,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0361,HAND,FAIR_2,238.0,221.0,204.0,8.001968906448447,7.631360777070256,4.6910367060856375,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0355,HAND,FAIR_1,243.0,232.0,204.0,8.011193101723771,6.633336057367137,6.332602171919792,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0457,HAND,FAIR_2,235.0,222.0,202.0,7.8648679588253865,6.967479857690072,5.28447967971101,DIM,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0279,HAND,FAIR_1,235.0,231.0,208.0,6.770092517382222,6.586701857998312,5.611759214039685,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0013,HAND,FAIR_3,219.0,208.0,200.0,8.779649395937673,7.488883864266003,3.8993019415270416,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0183,HAND,FAIR_1,239.0,221.0,208.0,7.932492718896285,5.767755535134995,5.196715775897384,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0369,HAND,FAIR_2,230.0,213.0,202.0,7.680305505983874,7.118130937128792,6.064908664106969,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0382,FACE,FAIR_3,228.0,217.0,200.0,2.9902602268858227,2.334350785739656,1.8792001939689065,NORMAL,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0116,FACE,FAIR_3,240.0,205.0,200.0,2.8874967721119753,2.1426954985525084,2.44955243201465,NORMAL,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0224,HAND,FAIR_3,218.0,212.0,194.0,8.391671964165695,5.17631370791584,5.468575327003972,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0073,FACE,FAIR_3,233.0,206.0,195.0,2.6062523841545735,3.4719850561412615,1.6107526089440265,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0471,FACE,FAIR_2,242.0,216.0,192.0,3.162929293993432,2.9041230066391024,2.5075550363672194,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_FACE_0154,FACE,FAIR_2,240.0,215.0,198.0,3.389274250346024,1.8834147461464148,1.4472024388936906,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0046,FACE,FAIR_2,248.0,229.0,207.0,4.001088438309848,2.750724195803135,2.731768750384366,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0083,FACE,FAIR_1,255.0,223.0,215.0,2.5610894213672846,3.0339689896458624,1.4579138604362816,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0134,FACE,FAIR_2,247.0,213.0,196.0,3.3377801792096045,3.635549889202334,2.612502462754315,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0177,HAND,FAIR_2,234.0,213.0,196.0,7.916600073004351,7.963220769076804,5.130887334987184,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_FACE_0166,FACE,FAIR_2,244.0,220.0,207.0,3.8179195587891424,2.5831179715563786,2.374962080822109,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0174,FACE,FAIR_3,223.0,205.0,193.0,2.6070380004935516,1.768796936207782,2.441455314714348,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0086,FACE,FAIR_2,249.0,229.0,208.0,2.80338077968971,1.8688666374139453,3.0807852161733136,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0374,FACE,FAIR_3,233.0,212.0,196.0,2.2703629910148115,3.482774844288823,2.187598723283444,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0394,HAND,FAIR_1,246.0,233.0,201.0,8.755160186632573,5.018420462917757,5.345810024799988,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0164,HAND,FAIR_3,231.0,215.0,200.0,8.21469222654226,6.936065187942088,5.5324542798452025,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0249,HAND,FAIR_1,249.0,222.0,209.0,7.68593797334776,6.397304377196894,6.514283646792123,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0135,FACE,FAIR_1,249.0,232.0,203.0,3.4373724208494316,2.974062111906581,2.2818488502131666,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0386,FACE,FAIR_1,246.0,229.0,205.0,2.9310697040036446,2.779962107038231,2.005259501609267,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0170,FACE,FAIR_2,252.0,221.0,208.0,2.169293565766781,2.7355710329283305,1.481815484601667,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0376,HAND,FAIR_1,245.0,224.0,206.0,8.39979593618139,6.2856384372580925,5.539973627087515,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0413,HAND,FAIR_2,239.0,212.0,201.0,9.116353785244886,5.813082475143034,5.474775754440708,DIM,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0075,HAND,FAIR_1,239.0,228.0,215.0,8.331592311472738,5.890182734650808,6.807335223759102,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0114,HAND,FAIR_1,250.0,228.0,206.0,8.867116871135307,8.569719891388425,5.33023809327305,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0099,FACE,FAIR_3,233.0,211.0,185.0,3.299904510047255,2.2159038495989574,2.1301285549093425,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0462,FACE,FAIR_1,255.0,232.0,205.0,2.6862929034224545,3.296252399222999,2.4177671167097765,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0391,HAND,FAIR_1,235.0,220.0,205.0,9.164662701085557,5.210635754529166,6.015197925064217,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0105,HAND,FAIR_1,244.0,228.0,204.0,9.221174688298236,5.977657905931038,5.487846246703869,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0115,HAND,FAIR_3,217.0,201.0,190.0,9.905132167021929,6.676575968539695,6.218172155666246,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0418,HAND,FAIR_3,217.0,204.0,180.0,8.70573602538521,6.74255945046929,5.5824560337030675,NORMAL,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0026,FACE,FAIR_1,251.0,222.0,214.0,3.1227655526393483,2.3956509583647247,2.4049395769697886,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0458,HAND,FAIR_3,228.0,211.0,188.0,5.2218855414069605,6.2837411349833605,5.473934003573014,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0410,HAND,FAIR_2,225.0,223.0,198.0,9.186777042096903,6.747070020422264,6.27201217762475,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0093,HAND,FAIR_1,250.0,235.0,211.0,6.376592199827352,6.398727032728211,5.122587081047854,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
